CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,id_estab
16-01-0992-45,16-005,ALTA VERAPAZ,COBAN,"INEB ""RICARDO ANDERSON""",9A. AVENIDA 7-28 ZONA 10,4003-0879,NORA LILIANA FIGUEROA HERNÁNDEZ,HUGO RICARDO CACAO POC,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,c3611a1ebc3d
16-01-1000-45,16-031,ALTA VERAPAZ,COBAN,LICEO DR. RICARDO BRESSANI,1A. AVENIDA 5-56 ZONA 2,7952-1633,PATRICIO NAJARRO ASENCIO,BELSY CLARIBEL SANTISTEBAN ARCHILA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,ALTA VERAPAZ,96bcbbcfe4e7
16-01-1003-45,16-031,ALTA VERAPAZ,COBAN,LICEO CHAAB'IL B'E,8A. AVENIDA 4-39 ZONA 4,4715-0069,PATRICIO NAJARRO ASENCIO,ALLAN NOEL MACZ CHIQUIN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,ALTA VERAPAZ,37450030d2d7
16-01-1004-45,16-031,ALTA VERAPAZ,COBAN,LICEO CHAAB'IL B'E,8A. AVENIDA 4-39 ZONA 4,5696-9292,PATRICIO NAJARRO ASENCIO,ALLAN NOEL MACZ CHIQUIN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,ALTA VERAPAZ,37450030d2d7
16-01-1010-45,16-031,ALTA VERAPAZ,COBAN,AMI INTERNATIONAL SCHOOL,KM. 222.3 ALDEA SIGUANHÁ,4877-4101,PATRICIO NAJARRO ASENCIO,JORGE ANTONIO PAQUE,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,59cb2487cd76
16-01-1036-45,16-035,ALTA VERAPAZ,COBAN,INEB,CASERIO CHIRREMOX SACOC I,5171-2502,MARBIN ARIEL CHOC CAAL,DANIEL ESTUARDO PÉREZ CASTELLANOS,BASICO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,ba459eaf596e
16-01-1039-45,16-034,ALTA VERAPAZ,COBAN,INSTITUTO NACIONAL DE EDUCACION BASICA DE TELESECUNDARIA,ALDEA SAN PEDRO CANAHU,4482-5392,FELIPE CHO TUT,BAYRON FREDY CHQUIN LEP,BASICO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,a66b04892b6f
16-01-1212-45,16-003,ALTA VERAPAZ,COBAN,INEB TELESECUNDARIA,ALDEA BALBATZUL,4098-7272,JOSE ARTURO CHOC CHEN,JOHNY AMADA LOPEZ MOESCHLER,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,9264f7a2df59
16-01-1214-45,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,5A. CALLE 1-06 ZONA 3,7952-0414,PATRICIO NAJARRO ASENCIO,SILVIA BEATRIZ SOTO CHÉN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,00db2e930eef
16-01-1215-45,16-031,ALTA VERAPAZ,COBAN,CENTRO DE FORMACIÓN INTEGRAL CIUDAD DE LA ESPERANZA,6A AVENIDA 10-68 ZONA 12 COLONIA ESFUERZO I FINCA SACHAMACH,7736-7652,PATRICIO NAJARRO ASENCIO,BYRON ANIBAL GÓMEZ GATICA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,9f302d8d8f73
16-01-1358-45,16-034,ALTA VERAPAZ,COBAN,INEB TELESECUNDARIA,ALDEA SECOCPUR,4910-0388,FELIPE CHO TUT,SERGIO WILFREDO CAZ CHO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0e15144181dd
16-01-1370-45,16-003,ALTA VERAPAZ,COBAN,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED,ALDEA SAXOC,NO DISPONIBLE,JOSE ARTURO CHOC CHEN,AURA MARINA REY CÚ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,e03151671505
16-01-1398-45,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MONJA BLANCA,"DIAGONAL 3, 14-11 ZONA 2",7951-3896,PATRICIO NAJARRO ASENCIO,EDWIN ARMANDO CATÚN CAAL,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,e3ff3207b0f3
16-01-1464-45,16-031,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO IMPERIAL,5A. CALLE 1-98 ZONA 3,5710-1061,PATRICIO NAJARRO ASENCIO,SUSELY BEATRIZ ELÍAS POP,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,60f1b8d4a9f5
16-01-1470-45,16-003,ALTA VERAPAZ,COBAN,INEB DE TELESECUNDARIA,ALDEA OSTUA,4576-2943,JOSE ARTURO CHOC CHEN,FELIX MANUEL CHUB BOL,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,54dbc36014d2
16-01-1471-45,16-005,ALTA VERAPAZ,COBAN,INEB 'VICTOR CHAVARRIA',10A. AVENIDA 4-22 ZONA 2,7952-2741,NORA LILIANA FIGUEROA HERNÁNDEZ,ANA LUCRECIA ACTE DE LA CRUZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,09b6d9c24ec7
16-01-1472-45,16-005,ALTA VERAPAZ,COBAN,INEB 'JOSEFA JACINTO',13 AVENIDA 2-12 ZONA 2,7951-1814,NORA LILIANA FIGUEROA HERNÁNDEZ,ANA MARÍA RODRÍGUEZ CÚ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1152fdb85de8
16-01-1518-45,16-031,ALTA VERAPAZ,COBAN,CENTRO EDUCATIVO ICA COLEGIO BILINGUE,11 AV. 1-10 ZONA 1 COBAN,4035-6201,PATRICIO NAJARRO ASENCIO,LAIDY ANDREA CHOCOOJ TIUL,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,8e0ed108cf59
16-01-1519-45,16-037,ALTA VERAPAZ,COBAN,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 133,ALDEA SALACUIM,NO DISPONIBLE,CESAR RIGOBERTO CUC CAAL,---,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,638e1312518f
16-01-1527-45,16-002,ALTA VERAPAZ,COBAN,INEB DE TELESECUNDARIA,ALDEA SARRAXOCH,5060-4372,MOISES ADRIAN LOPEZ PEREZ,ERICK DAVID PACAY CACAO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1818bf3c18f0
16-01-1529-45,16-035,ALTA VERAPAZ,COBAN,INEB DE TELESECUNDARIA,COMUNIDAD CHAMA GRANDE,3167-0880,MARBIN ARIEL CHOC CAAL,OSEAS CHAMAM PAAU,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,74c3e90cb361
16-01-1530-45,16-004,ALTA VERAPAZ,COBAN,INSTITUTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA,CASERIO SAN LUIS VISTA HERMOSA,5899-8270,AQUILES GIOVANI BAC GUEVARA,ERINEO FRANCISCO MEJÍA BATÉN,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,ef9d99480548
16-01-1590-45,16-034,ALTA VERAPAZ,COBAN,NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED,ALDEA YIQUICHE CANAHU,4498-9576,FELIPE CHO TUT,GABRIEL POP,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,df0810b5d0c0
16-01-1617-45,16-004,ALTA VERAPAZ,COBAN,IEBC DE ENSEÑANZA,ALDEA SAN BENITO,4073-7870,AQUILES GIOVANI BAC GUEVARA,RAMIRO MAURICIO TOX TIUL,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,710cb68e97cc
16-01-1705-45,16-005,ALTA VERAPAZ,COBAN,INEB,"DIAGONAL 08 8-05 ZONA 8, BARRIO CANTÓN LAS CASAS",7793-0045,NORA LILIANA FIGUEROA HERNÁNDEZ,HELSON MARCO CHÉN GUTIERREZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,65aa917c5b08
16-01-2276-45,16-031,ALTA VERAPAZ,COBAN,COLEGIO MIXTO EVANGELICO NAZARENO,"6A. CALLE 8-10 ZONA 10, CERRITO EL CARACOL",7951-1866,PATRICIO NAJARRO ASENCIO,ANA MARIA YAT COY,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,7e024dfaaf33
16-01-2949-45,16-031,ALTA VERAPAZ,COBAN,"COLEGIO CRISTIANO BILINGUE ""VERBO""","4A. CALLE ""A"" 4-32 ZONA 8 BARRIO BELLA VISTA",7794-5181,PATRICIO NAJARRO ASENCIO,LESLY EUGENIA CHOCOOJ VIDAURRE,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,33b48ead5771
16-01-3714-45,16-031,ALTA VERAPAZ,COBAN,COLEGIO BILINGUE DE INFANTES,3A. CALLE 7-07 ZONA 3,3383-6377,PATRICIO NAJARRO ASENCIO,NANCY JOHANA HENGSTENBERG DELGADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,88a665f084a3
16-01-6176-45,16-031,ALTA VERAPAZ,COBAN,LICEO MIGUEL ANGEL ASTURIAS,7A. CALLE 1-13 ZONA 3,7951-1103,PATRICIO NAJARRO ASENCIO,JAYRON ARIEL COY CACAO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,65555ccea180
16-01-7329-45,16-031,ALTA VERAPAZ,COBAN,COLEGIO CRISTIANO ELIM,DIAGONAL 3 11-12 ZONA 2,7952-1831,PATRICIO NAJARRO ASENCIO,SELVIN DARIO ROSALES AGUIRRE,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,c8302254b85c
16-01-7865-45,16-002,ALTA VERAPAZ,COBAN,INEB DE TELESECUNDARIA,ALDEA TONTEM,4578-9577,MOISES ADRIAN LOPEZ PEREZ,AIDA DEL ROSARIO PAAU,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,34fadd5f34da
16-01-8293-45,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,3A. AVENIDA 8-32 ZONA 10 BARRIO LA LIBERTAD,7941-7346,PATRICIO NAJARRO ASENCIO,ZOILA IMENA LÓPEZ RODAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,1812e7918a4d
16-01-8316-45,16-031,ALTA VERAPAZ,COBAN,"COLEGIO PARTICULAR MIXTO ""ANTON DE MONTESINOS""",1A. CALLE 7-22 ZONA 3,7725-9205,PATRICIO NAJARRO ASENCIO,MARGARITA VILLALOBOS LIGORRÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,cb0b44901ca9
16-01-8330-45,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,3A. AVENIDA 8-32 BARRIO LA LIBERTAD ZONA 10,7941-7346,PATRICIO NAJARRO ASENCIO,OSCAR ALFREDO MOLINA CÚ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,608a7cdde2ea
16-01-8334-45,16-031,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,12 AV. 2-12 ZONA 1,7952-1765,PATRICIO NAJARRO ASENCIO,MARIA MAGDALENA BOL CU,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,ada2e33c2b31
16-01-8484-45,16-002,ALTA VERAPAZ,COBAN,INEB DE TELESECUNDARIA,COMUNIDAD CHIRREPEC,5367-6129,MOISES ADRIAN LOPEZ PEREZ,VICTORIA YERALDIN GARCIA LEAL,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0f1381b77969
16-01-8485-45,16-005,ALTA VERAPAZ,COBAN,INEB DE TELESECUNDARIA,LOTIFICACIÓN CHAJCHUCUB,5205-3282,NORA LILIANA FIGUEROA HERNÁNDEZ,OSCAR RENE CHOC,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,59a4af50c8d5
16-01-8522-45,16-005,ALTA VERAPAZ,COBAN,ESCUELA DE FORMACION AGRICOLA,FINCA SAN JOSE LA COLONIA,5219-1386,NORA LILIANA FIGUEROA HERNÁNDEZ,CESAR LEONEL CORLETO GREEN,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,d7276d3f5a41
16-01-8845-45,16-037,ALTA VERAPAZ,COBAN,INEB DE TELESECUNDARIA,ALDEA SALACUIM,5807-7593,CESAR RIGOBERTO CUC CAAL,FRANKLIN REQUELMER CHUB CHOC,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,225637e87e9e
16-01-9635-45,16-037,ALTA VERAPAZ,COBAN,INEB DE TELESECUNDARIA,COMUNIDAD NIMLAJACOC,4881-5271,CESAR RIGOBERTO CUC CAAL,GLADYS IXCAMEY TENI CHOC,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,550017abb84e
16-01-9891-45,16-037,ALTA VERAPAZ,COBAN,INEB DE TELESECUNDARIA,ALDEA ROCJA PURIBAL EL PEYAN,NO DISPONIBLE,CESAR RIGOBERTO CUC CAAL,GUILLERMO PÉREZ FELIPE,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,f026c384d574
16-01-9894-45,16-005,ALTA VERAPAZ,COBAN,INSTITUTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA CHIVENCORRAL,2A. CALLE ENTRE 9A. Y 10A. AVENIDA ZONA 12,5098-1597,NORA LILIANA FIGUEROA HERNÁNDEZ,MARCO AURELIO GARCÍA ALVARADO,BASICO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,0a529df8147b
16-01-9900-45,16-031,ALTA VERAPAZ,COBAN,LICEO DR. RICARDO BRESSANI,1A. AVENIDA 5-52 ZONA 2,7952-1920,PATRICIO NAJARRO ASENCIO,BELSY CLARIBEL SANTISTEBAN ARCHILA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,24fb553da31e
16-01-9901-45,16-031,ALTA VERAPAZ,COBAN,COLEGIO LA LIBERTAD,BARRIO LA LIBERTAD ZONA 10,7952-3696,PATRICIO NAJARRO ASENCIO,ERICK FERNANDO CHOC GARCÍA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,101e385e873b
16-01-9913-45,16-031,ALTA VERAPAZ,COBAN,COLEGIO NUEVOS SENDEROS,3A. CALLE 3-73 ZONA 3,7941-7300,PATRICIO NAJARRO ASENCIO,ZOYLA ARGENTINA MOLLINEDO ALVARADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,0515d590bb57
16-02-0006-45,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INEB DE TELESECUNDARIA,CASERIO VALPARAISO,3063-5965,JORGE EDUARDO PAQUE LÁZARO,HÉCTOR BENJAMÍN RODRÍGUEZ RAMÍREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,383014408f72
16-02-0007-45,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INEB,ALDEA LA ISLA,5338-7855,JORGE EDUARDO PAQUE LÁZARO,CARLA YASMIRA MAX DE LA CRUZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,cc8d88634261
16-02-0008-45,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INEB DE TELESECUNDARIA,ALDEA CHIJOU,4676-1650,JORGE EDUARDO PAQUE LÁZARO,PEDRO ISEM BUC,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,abd79bd1f60c
16-02-0009-45,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INEB DE TELESECUNDARIA,ALDEA ACAMAL,5053-6070,JORGE EDUARDO PAQUE LÁZARO,GLADYS ELIZABETH MÓ GARCÍA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,d901e6f19b9a
16-02-0010-45,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INEB DE TELESECUNDARIA,ALDEA CHITUL,5335-9344,JORGE EDUARDO PAQUE LÁZARO,RENÉ BOL CÚ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,cf349bc59332
16-02-0011-45,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INEB DE TELESECUNDARIA,ALDEA CHIXAJAU,NO DISPONIBLE,JORGE EDUARDO PAQUE LÁZARO,OSWALDO TUL CHALIB,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,2e07c1e3c3ed
16-02-0012-45,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INEB DE TELESECUNDARIA,ALDEA PAMBACH,3200-0022,JORGE EDUARDO PAQUE LÁZARO,SERGIO ISAÍAS CAAL ISEM,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,c8f5d815ede9
16-02-0054-45,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,"CALLE 3 DE MAYO 2-67, BARRIO SANTO TOMAS",4203-5694,JORGE EDUARDO PAQUE LÁZARO,AUGUSTO ALEXANDER RAX RODRÍGUEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,4e2a7ca8e48a
16-02-0169-45,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INSTITUTO DE EDUCACION BASICA POR EL SISTEMA DE COOPERATIVA,RESIDENCIALES ORO VERDE ZONA 4,7823-2736,JORGE EDUARDO PAQUE LÁZARO,EDGAR MANUEL ICÓ RAX,BASICO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,8cfd568c9329
16-02-1356-45,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,AVENIDA LA PARROQUIA 0-18 ZONA 4 BARRIO SANTA CRUZ,5016-1328,JORGE EDUARDO PAQUE LÁZARO,AUGUSTO ALEXANDER RAX RODRÍGUEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,5b68cb8455fb
16-02-1357-45,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,CALLE TRES DE MAYO DOS GUIN SESENTA Y SIETE,5016-1328,JORGE EDUARDO PAQUE LÁZARO,AUGUSTO ALEXANDER RAX RODRÍGUEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,FIN DE SEMANA,ALTA VERAPAZ,0e190abc6553
16-03-0029-45,16-053,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INEB DE TELESECUNDARIA,ALDEA SANTA ELENA,3235-1292,LEONARDO OXOM CHEN,JACINTA MO MORÁN,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,27286acd6b3e
16-03-0031-45,16-053,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INEB DE TELESECUNDARIA,ALDEA EL SALMAR,4142-1943,LEONARDO OXOM CHEN,EFREN ROMUALDO MUS CAL,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,395f3942d5d2
16-03-0032-45,16-007,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INEB DE TELESECUNDARIA,CASERÍO CHIGUORROM,5046-0257,ALMA GUNY SILIEZAR CHOCOOJ,MARY JESSIKA POP CÚ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,f0ae5ba00667
16-03-0033-45,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INEB,BARRIO ESQUIPULAS,4596-9264,EMIILIO RUBÉN CAÁL GUALIB,JULIO ROBERTO JOM CUZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,305f655829e1
16-03-0034-45,16-007,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INEB DE TELESECUNDARIA,ALDEA SANTA INES CHICAR,4855-8026,ALMA GUNY SILIEZAR CHOCOOJ,ELDER DAGOBERTO MORÁN CHIQUIN,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,5b08462012c8
16-03-0035-45,16-053,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INEB DE TELESECUNDARIA,ALDEA CHICUZ,NO DISPONIBLE,LEONARDO OXOM CHEN,SANTOS MARGARITA PEREZ HERNANDEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1d139ec13768
16-03-0037-45,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INEB,CASCO URBANO,5375-9187,EMIILIO RUBÉN CAÁL GUALIB,MARCO AUGUSTO JOM CAAL,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,abdd8dbd463b
16-03-0055-45,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,"2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",4516-0662,EMIILIO RUBÉN CAÁL GUALIB,MARIA ANGELICA GOMEZ CHAVEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,170a8eeda8ea
16-03-0057-45,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,"INSTITUTO TECNOLÓGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""",2DA. CALLE 4-45 ZONA 4 BARRIO SAN FELIPE,7950-4929,EMIILIO RUBÉN CAÁL GUALIB,RIGOBERTO HIGINIO SURAM JOM,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1d461d127ad6
16-03-0071-45,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,"INSTITUTO TECNOLÒGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""","2A. CALLE ZONA 4, BARRIO SAN FELIPE, SAN CRISTBAL VERAPAZ",7950-4929,EMIILIO RUBÉN CAÁL GUALIB,RIGOBERTO HIGINIO SURAM JOM,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,7b66b8abd01e
16-03-0075-45,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS,3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,4170-5134,EMIILIO RUBÉN CAÁL GUALIB,MASSENA OSWALDO SAGASTUME PORTOCARRERO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1e5b7ea033b4
16-03-0086-45,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTÓBAL,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA, SAN CRISTÓBAL VERAPAZ",7950-4134,EMIILIO RUBÉN CAÁL GUALIB,OTTO ERIK MORÁN CHIQUÍN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,5799203299ba
16-03-0094-45,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO LA PUPILA DEL CIELO,"4A. CALLE A 2-17, ENCLAVADO ZONA 2, COLONIA PANÁ",3380-1345,EMIILIO RUBÉN CAÁL GUALIB,MARIO RENE CAL SUN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,f0ac2f31baf1
